test_file,true_speaker,predicted_speaker,best_score
Chayma_En_test_10s_22.mfcc,Chayma,Chayma,-82.21341178707775
Chayma_En_test_10s_23.mfcc,Chayma,Chayma,-82.50772637856599
Chayma_En_test_10s_24.mfcc,Chayma,Chayma,-81.54176856128008
Chayma_En_test_10s_25.mfcc,Chayma,Chayma,-80.98803125939229
Chayma_En_test_10s_26.mfcc,Chayma,Chayma,-81.48733421035416
Chayma_En_test_10s_27.mfcc,Chayma,Chayma,-81.41851015418267
Chayma_En_test_10s_28.mfcc,Chayma,Chayma,-82.34477236821364
Chayma_En_test_10s_29.mfcc,Chayma,Chayma,-81.39096031518986
Chayma_En_test_10s_3.mfcc,Chayma,Chayma,-81.49304484378091
Chayma_En_test_10s_30.mfcc,Chayma,Chayma,-81.11553649109354
Chayma_En_test_10s_4.mfcc,Chayma,Chayma,-81.03467225529586
Chayma_En_test_10s_5.mfcc,Chayma,Chayma,-81.25911979242521
Chayma_En_test_10s_6.mfcc,Chayma,Chayma,-81.58060466933729
Chayma_En_test_10s_7.mfcc,Chayma,Chayma,-81.31132145843318
Chayma_En_test_10s_8.mfcc,Chayma,Chayma,-81.53780116617624
Chayma_En_test_10s_9.mfcc,Chayma,Chayma,-82.18351411557059
Chayma_En_test_15s_1.mfcc,Chayma,Chayma,-81.64762849179503
Chayma_En_test_15s_10.mfcc,Chayma,Chayma,-80.81910958313728
Chayma_En_test_15s_11.mfcc,Chayma,Chayma,-81.78066086444566
Chayma_En_test_15s_12.mfcc,Chayma,Chayma,-81.84872629647592
Chayma_En_test_15s_13.mfcc,Chayma,Chayma,-81.24706492050211
Chayma_En_test_15s_14.mfcc,Chayma,Chayma,-82.24758466268239
Chayma_En_test_15s_15.mfcc,Chayma,Chayma,-81.16036556583197
Chayma_En_test_15s_16.mfcc,Chayma,Chayma,-81.80897360541395
Chayma_En_test_15s_17.mfcc,Chayma,Chayma,-81.95838768927284
Chayma_En_test_15s_18.mfcc,Chayma,Chayma,-81.75446558518549
Chayma_En_test_15s_19.mfcc,Chayma,Chayma,-82.237833382947
Chayma_En_test_15s_2.mfcc,Chayma,Chayma,-82.18169410397121
Chayma_En_test_15s_20.mfcc,Chayma,Chayma,-81.8922322449522
Chayma_En_test_15s_21.mfcc,Chayma,Chayma,-80.80653902138505
Chayma_En_test_15s_22.mfcc,Chayma,Chayma,-81.64474387559842
Chayma_En_test_15s_23.mfcc,Chayma,Chayma,-81.87641132650108
Chayma_En_test_15s_24.mfcc,Chayma,Chayma,-81.26654273753614
Chayma_En_test_15s_25.mfcc,Chayma,Chayma,-82.42669404858161
Chayma_En_test_15s_26.mfcc,Chayma,Chayma,-81.64081420997914
Chayma_En_test_15s_27.mfcc,Chayma,Chayma,-82.16936331460134
Chayma_En_test_15s_28.mfcc,Chayma,Chayma,-81.88844471107383
Chayma_En_test_15s_29.mfcc,Chayma,Chayma,-82.30183726161209
Chayma_En_test_15s_3.mfcc,Chayma,Chayma,-81.44816042477483
Chayma_En_test_15s_30.mfcc,Chayma,Chayma,-81.59671575363933
Chayma_En_test_15s_4.mfcc,Chayma,Chayma,-81.79653974212421
Chayma_En_test_15s_5.mfcc,Chayma,Chayma,-81.58173803892899
Chayma_En_test_15s_6.mfcc,Chayma,Chayma,-81.87977841101277
Chayma_En_test_15s_7.mfcc,Chayma,Chayma,-80.94993313562509
Chayma_En_test_15s_8.mfcc,Chayma,Chayma,-81.45298038763337
Chayma_En_test_15s_9.mfcc,Chayma,Chayma,-81.87497644359367
Chayma_En_test_5s_1.mfcc,Chayma,Chayma,-81.10953436514801
Chayma_En_test_5s_10.mfcc,Chayma,Chayma,-81.15609090982626
Chayma_En_test_5s_11.mfcc,Chayma,Chayma,-84.01264008807932
Chayma_En_test_5s_12.mfcc,Chayma,Chayma,-81.42983458281071
Chayma_En_test_5s_13.mfcc,Chayma,Chayma,-80.90941225108388
Chayma_En_test_5s_14.mfcc,Chayma,Chayma,-81.52106083271724
Chayma_En_test_5s_15.mfcc,Chayma,Chayma,-82.9693729065896
Chayma_En_test_5s_16.mfcc,Chayma,Chayma,-81.90827622229398
Chayma_En_test_5s_17.mfcc,Chayma,Chayma,-82.69911420126007
Chayma_En_test_5s_18.mfcc,Chayma,Chayma,-81.29464511373584
Chayma_En_test_5s_19.mfcc,Chayma,Chayma,-81.90368565580968
Chayma_En_test_5s_2.mfcc,Chayma,Chayma,-80.77174857488623
Chayma_En_test_5s_20.mfcc,Chayma,Chayma,-83.35091847099889
Chayma_En_test_5s_21.mfcc,Chayma,Chayma,-81.04468036491441
Chayma_En_test_5s_22.mfcc,Chayma,Chayma,-83.43674107808619
Chayma_En_test_5s_23.mfcc,Chayma,Chayma,-80.95648932825023
Chayma_En_test_5s_24.mfcc,Chayma,Chayma,-81.19514700442208
Chayma_En_test_5s_25.mfcc,Chayma,Chayma,-80.98670750574561
Chayma_En_test_5s_26.mfcc,Chayma,Chayma,-81.46943414038155
Chayma_En_test_5s_27.mfcc,Chayma,Chayma,-82.65667570386577
Chayma_En_test_5s_28.mfcc,Chayma,Chayma,-81.26523756241983
Chayma_En_test_5s_29.mfcc,Chayma,Chayma,-80.82110644941832
Chayma_En_test_5s_3.mfcc,Chayma,Chayma,-80.86210427879115
Chayma_En_test_5s_30.mfcc,Chayma,Chayma,-82.83664237987738
Chayma_En_test_5s_4.mfcc,Chayma,Chayma,-81.85929226699392
Chayma_En_test_5s_5.mfcc,Chayma,Chayma,-81.95573539932707
Chayma_En_test_5s_6.mfcc,Chayma,Chayma,-80.96532433736513
Chayma_En_test_5s_7.mfcc,Chayma,Chayma,-81.11698087458346
Chayma_En_test_5s_8.mfcc,Chayma,Chayma,-81.54598547937988
Chayma_En_test_5s_9.mfcc,Chayma,Chayma,-79.91836478600543
Chayma_Fr_test_10s_1.mfcc,Chayma,Chayma,-84.14919064772347
Chayma_Fr_test_10s_10.mfcc,Chayma,Chayma,-84.24266625758355
Chayma_Fr_test_10s_11.mfcc,Chayma,Chayma,-83.0883715619239
Chayma_Fr_test_10s_12.mfcc,Chayma,Chayma,-82.61588621134247
Chayma_Fr_test_10s_13.mfcc,Chayma,Chayma,-83.99978487717783
Chayma_Fr_test_10s_14.mfcc,Chayma,Chayma,-83.00906908285158
Chayma_Fr_test_10s_15.mfcc,Chayma,Chayma,-83.55550112974753
Chayma_Fr_test_10s_16.mfcc,Chayma,Chayma,-83.94083085451045
Chayma_Fr_test_10s_17.mfcc,Chayma,Chayma,-83.39994269499742
Chayma_Fr_test_10s_18.mfcc,Chayma,Chayma,-83.07317480200388
Chayma_Fr_test_10s_19.mfcc,Chayma,Chayma,-83.78409339041292
Chayma_Fr_test_10s_2.mfcc,Chayma,Chayma,-83.0178328461028
Chayma_Fr_test_10s_20.mfcc,Chayma,Chayma,-83.5569228529349
Chayma_Fr_test_10s_21.mfcc,Chayma,Chayma,-83.87424472531872
Chayma_Fr_test_10s_22.mfcc,Chayma,Chayma,-82.38815200040806
Chayma_Fr_test_10s_23.mfcc,Chayma,Chayma,-83.27291721462214
Chayma_Fr_test_10s_24.mfcc,Chayma,Chayma,-84.70336674652516
Chayma_Fr_test_10s_25.mfcc,Chayma,Chayma,-82.23340547979618
Chayma_Fr_test_10s_26.mfcc,Chayma,Chayma,-83.78394194289865
Chayma_Fr_test_10s_27.mfcc,Chayma,Chayma,-82.72058741455973
Chayma_Fr_test_10s_28.mfcc,Chayma,Chayma,-83.27781477243106
Chayma_Fr_test_10s_29.mfcc,Chayma,Chayma,-82.70827172605077
Chayma_Fr_test_10s_3.mfcc,Chayma,Chayma,-82.69289687970446
Chayma_Fr_test_10s_30.mfcc,Chayma,Chayma,-83.95517564154329
Chayma_Fr_test_10s_4.mfcc,Chayma,Chayma,-82.63629955950775
Chayma_Fr_test_10s_5.mfcc,Chayma,Chayma,-83.24228652761893
Chayma_Fr_test_10s_6.mfcc,Chayma,Chayma,-83.65322625821157
Chayma_Fr_test_10s_7.mfcc,Chayma,Chayma,-82.68863092366166
Chayma_Fr_test_10s_8.mfcc,Chayma,Chayma,-83.43871451068489
Chayma_Fr_test_10s_9.mfcc,Chayma,Chayma,-82.48907206399689
Chayma_Fr_test_15s_1.mfcc,Chayma,Chayma,-83.00369873514546
Chayma_Fr_test_15s_10.mfcc,Chayma,Chayma,-83.15930062858821
Chayma_Fr_test_15s_11.mfcc,Chayma,Chayma,-83.62323959281146
Chayma_Fr_test_15s_12.mfcc,Chayma,Chayma,-83.11731550425647
Chayma_Fr_test_15s_13.mfcc,Chayma,Chayma,-83.56257931133976
Chayma_Fr_test_15s_14.mfcc,Chayma,Chayma,-83.03540081751642
Chayma_Fr_test_15s_15.mfcc,Chayma,Chayma,-82.46687755793242
Chayma_Fr_test_15s_16.mfcc,Chayma,Chayma,-83.53668786590477
Chayma_Fr_test_15s_17.mfcc,Chayma,Chayma,-83.77952446425131
Chayma_Fr_test_15s_18.mfcc,Chayma,Chayma,-82.37498453977474
Chayma_Fr_test_15s_19.mfcc,Chayma,Chayma,-83.3717519371756
Chayma_Fr_test_15s_2.mfcc,Chayma,Chayma,-82.6133096713234
Chayma_Fr_test_15s_20.mfcc,Chayma,Chayma,-83.05742477410975
Chayma_Fr_test_15s_21.mfcc,Chayma,Chayma,-82.9651362053606
Chayma_Fr_test_15s_22.mfcc,Chayma,Chayma,-83.53928848753742
Chayma_Fr_test_15s_23.mfcc,Chayma,Chayma,-83.24587570588498
Chayma_Fr_test_15s_24.mfcc,Chayma,Chayma,-84.62623069491195
Chayma_Fr_test_15s_25.mfcc,Chayma,Chayma,-82.94110813915745
Chayma_Fr_test_15s_26.mfcc,Chayma,Chayma,-83.50461700419757
Chayma_Fr_test_15s_27.mfcc,Chayma,Chayma,-82.5243191414102
Chayma_Fr_test_15s_28.mfcc,Chayma,Chayma,-83.68094832854719
Chayma_Fr_test_15s_29.mfcc,Chayma,Chayma,-83.77515821809544
Chayma_Fr_test_15s_3.mfcc,Chayma,Chayma,-83.33645988395024
Chayma_Fr_test_15s_30.mfcc,Chayma,Chayma,-83.05132274513595
Chayma_Fr_test_15s_4.mfcc,Chayma,Chayma,-83.67341557586403
Chayma_Fr_test_15s_5.mfcc,Chayma,Chayma,-83.10835461031242
Chayma_Fr_test_15s_6.mfcc,Chayma,Chayma,-82.86407794708504
Chayma_Fr_test_15s_7.mfcc,Chayma,Chayma,-83.39522357948456
Chayma_Fr_test_15s_8.mfcc,Chayma,Chayma,-82.9063423536054
Chayma_Fr_test_15s_9.mfcc,Chayma,Chayma,-83.81591115230734
Chayma_Fr_test_5s_1.mfcc,Chayma,Chayma,-85.56551811719103
Chayma_Fr_test_5s_10.mfcc,Chayma,Chayma,-83.41615798822812
Chayma_Fr_test_5s_11.mfcc,Chayma,Chayma,-83.64247400818213
Chayma_Fr_test_5s_12.mfcc,Chayma,Chayma,-83.16251137719837
Chayma_Fr_test_5s_13.mfcc,Chayma,Chayma,-82.03076656512559
Chayma_Fr_test_5s_14.mfcc,Chayma,Chayma,-81.69049132917156
Chayma_Fr_test_5s_15.mfcc,Chayma,Chayma,-82.0938670056312
Chayma_Fr_test_5s_16.mfcc,Chayma,Chayma,-85.44453038276085
Chayma_Fr_test_5s_17.mfcc,Chayma,Chayma,-82.87467712381874
Chayma_Fr_test_5s_18.mfcc,Chayma,Chayma,-82.97829221364006
Chayma_Fr_test_5s_19.mfcc,Chayma,Chayma,-82.11506389822735
Chayma_Fr_test_5s_2.mfcc,Chayma,Chayma,-83.0591355725667
Chayma_Fr_test_5s_20.mfcc,Chayma,Chayma,-85.64482373278936
Chayma_Fr_test_5s_21.mfcc,Chayma,Chayma,-82.31079087277507
Chayma_Fr_test_5s_22.mfcc,Chayma,Chayma,-83.02666365987307
Chayma_Fr_test_5s_23.mfcc,Chayma,Chayma,-84.1600031117743
Chayma_Fr_test_5s_24.mfcc,Chayma,Chayma,-83.42418956649334
Chayma_Fr_test_5s_25.mfcc,Chayma,Chayma,-83.85524772358461
Chayma_Fr_test_5s_26.mfcc,Chayma,Chayma,-84.29592111980067
Chayma_Fr_test_5s_27.mfcc,Chayma,Chayma,-84.05166657178921
Chayma_Fr_test_5s_28.mfcc,Chayma,Chayma,-82.46366581124713
Chayma_Fr_test_5s_29.mfcc,Chayma,Chayma,-84.90835846680254
Chayma_Fr_test_5s_3.mfcc,Chayma,Chayma,-82.01497760902515
Chayma_Fr_test_5s_30.mfcc,Chayma,Chayma,-84.3933099509397
Chayma_Fr_test_5s_4.mfcc,Chayma,Chayma,-83.55927780380546
Chayma_Fr_test_5s_5.mfcc,Chayma,Chayma,-84.23263829648218
Chayma_Fr_test_5s_6.mfcc,Chayma,Chayma,-82.29007118710678
Chayma_Fr_test_5s_7.mfcc,Chayma,Chayma,-83.78957968091656
Chayma_Fr_test_5s_8.mfcc,Chayma,Chayma,-83.84686520433014
Chayma_Fr_test_5s_9.mfcc,Chayma,Chayma,-82.29508439779667
Douae_Ar_test_10s_1.mfcc,Douae,Mahda,-98.73989507532751
Douae_Ar_test_10s_10.mfcc,Douae,Douae,-84.37054320074343
Douae_Ar_test_10s_11.mfcc,Douae,Douae,-89.1630530571749
Douae_Ar_test_10s_12.mfcc,Douae,Douae,-90.33142169832853
Douae_Ar_test_10s_13.mfcc,Douae,Douae,-84.77096228331214
Douae_Ar_test_10s_14.mfcc,Douae,Douae,-90.25182172354091
Douae_Ar_test_10s_15.mfcc,Douae,Douae,-85.57841622193602
Douae_Ar_test_10s_16.mfcc,Douae,Douae,-90.7058069948253
Douae_Ar_test_10s_17.mfcc,Douae,Douae,-90.5031777995681
Douae_Ar_test_10s_18.mfcc,Douae,Douae,-83.27462429108913
Douae_Ar_test_10s_19.mfcc,Douae,Douae,-85.13868800062605
Douae_Ar_test_10s_2.mfcc,Douae,Douae,-89.94341938637535
Douae_Ar_test_10s_20.mfcc,Douae,Douae,-87.04133555234642
Douae_Ar_test_10s_21.mfcc,Douae,Douae,-84.2342823517808
Douae_Ar_test_10s_22.mfcc,Douae,Douae,-85.49746229103688
Douae_Ar_test_10s_23.mfcc,Douae,Douae,-84.35977062920911
Douae_Ar_test_10s_24.mfcc,Douae,Douae,-93.77656389639596
Douae_Ar_test_10s_25.mfcc,Douae,Douae,-85.11656829456491
Douae_Ar_test_10s_26.mfcc,Douae,Douae,-85.18240609640999
Douae_Ar_test_10s_27.mfcc,Douae,Douae,-85.8802894001786
Douae_Ar_test_10s_28.mfcc,Douae,Douae,-86.99934709246733
Douae_Ar_test_10s_29.mfcc,Douae,Douae,-84.08439975464472
Douae_Ar_test_10s_3.mfcc,Douae,Douae,-84.9958802412392
Douae_Ar_test_10s_30.mfcc,Douae,Douae,-84.27046962471283
Douae_Ar_test_10s_4.mfcc,Douae,Douae,-90.02827238524718
Douae_Ar_test_10s_5.mfcc,Douae,Douae,-84.96538579547708
Douae_Ar_test_10s_6.mfcc,Douae,Douae,-88.81457692299593
Douae_Ar_test_10s_7.mfcc,Douae,Douae,-91.58603280140012
Douae_Ar_test_10s_8.mfcc,Douae,Douae,-87.92316088700835
Douae_Ar_test_10s_9.mfcc,Douae,Douae,-90.17151520816317
Douae_Ar_test_15s_1.mfcc,Douae,Douae,-89.7825296806131
Douae_Ar_test_15s_10.mfcc,Douae,Douae,-89.88637273502532
Douae_Ar_test_15s_11.mfcc,Douae,Douae,-85.20994539689893
Douae_Ar_test_15s_12.mfcc,Douae,Douae,-89.2807585683588
Douae_Ar_test_15s_13.mfcc,Douae,Douae,-90.12728844958481
Douae_Ar_test_15s_14.mfcc,Douae,Douae,-82.94910963244955
Douae_Ar_test_15s_15.mfcc,Douae,Douae,-84.4188798345214
Douae_Ar_test_15s_16.mfcc,Douae,Douae,-83.54779557797097
Douae_Ar_test_15s_17.mfcc,Douae,Douae,-83.61556426448333
Douae_Ar_test_15s_18.mfcc,Douae,Douae,-90.20434113943807
Douae_Ar_test_15s_19.mfcc,Douae,Douae,-84.45777793099718
Douae_Ar_test_15s_2.mfcc,Douae,Douae,-87.89267850521274
Douae_Ar_test_15s_20.mfcc,Douae,Douae,-84.09424252299867
Douae_Ar_test_15s_21.mfcc,Douae,Douae,-90.33974955599295
Douae_Ar_test_15s_22.mfcc,Douae,Douae,-84.00817432230953
Douae_Ar_test_15s_23.mfcc,Douae,Douae,-84.05305093232569
Douae_Ar_test_15s_24.mfcc,Douae,Douae,-91.7874596290119
Douae_Ar_test_15s_25.mfcc,Douae,Douae,-84.59496159562175
Douae_Ar_test_15s_26.mfcc,Douae,Douae,-89.56664596998026
Douae_Ar_test_15s_27.mfcc,Douae,Douae,-83.05526466898418
Douae_Ar_test_15s_28.mfcc,Douae,Douae,-86.6798818927613
Douae_Ar_test_15s_29.mfcc,Douae,Douae,-90.50497523508207
Douae_Ar_test_15s_3.mfcc,Douae,Douae,-90.28823193736125
Douae_Ar_test_15s_30.mfcc,Douae,Douae,-85.0362830252396
Douae_Ar_test_15s_4.mfcc,Douae,Douae,-83.89973642783963
Douae_Ar_test_15s_5.mfcc,Douae,Douae,-83.87197385099057
Douae_Ar_test_15s_6.mfcc,Douae,Douae,-84.59763255309468
Douae_Ar_test_15s_7.mfcc,Douae,Douae,-90.49112861894702
Douae_Ar_test_15s_8.mfcc,Douae,Douae,-85.29613566882988
Douae_Ar_test_15s_9.mfcc,Douae,Douae,-83.05992379671292
Douae_Ar_test_5s_1.mfcc,Douae,Douae,-84.38782398947521
Douae_Ar_test_5s_10.mfcc,Douae,Douae,-86.12424113438013
Douae_Ar_test_5s_11.mfcc,Douae,Douae,-94.56456943867678
Douae_Ar_test_5s_12.mfcc,Douae,Mahda,-98.96988156059525
Douae_Ar_test_5s_13.mfcc,Douae,Douae,-84.62550764846927
Douae_Ar_test_5s_14.mfcc,Douae,Douae,-83.38226270180127
Douae_Ar_test_5s_15.mfcc,Douae,Douae,-91.96315432667419
Douae_Ar_test_5s_16.mfcc,Douae,Douae,-84.6103594134128
Douae_Ar_test_5s_17.mfcc,Douae,Douae,-84.24518286781576
Douae_Ar_test_5s_18.mfcc,Douae,Douae,-84.58159517959928
Douae_Ar_test_5s_19.mfcc,Douae,Douae,-86.97630702529598
Douae_Ar_test_5s_2.mfcc,Douae,Douae,-90.91952959173518
Douae_Ar_test_5s_20.mfcc,Douae,Douae,-85.08762679604895
Douae_Ar_test_5s_21.mfcc,Douae,Douae,-83.60965166884598
Douae_Ar_test_5s_22.mfcc,Douae,Douae,-85.06390305206766
Douae_Ar_test_5s_23.mfcc,Douae,Douae,-85.23396941444332
Douae_Ar_test_5s_24.mfcc,Douae,Douae,-85.50644499768511
Douae_Ar_test_5s_25.mfcc,Douae,Douae,-84.0456595910904
Douae_Ar_test_5s_26.mfcc,Douae,Douae,-91.86412473349804
Douae_Ar_test_5s_27.mfcc,Douae,Douae,-83.85565381340916
Douae_Ar_test_5s_28.mfcc,Douae,Douae,-91.38816421956463
Douae_Ar_test_5s_29.mfcc,Douae,Douae,-84.44835545948948
Douae_Ar_test_5s_3.mfcc,Douae,Douae,-88.7024892833753
Douae_Ar_test_5s_30.mfcc,Douae,Douae,-92.70421355296247
Douae_Ar_test_5s_4.mfcc,Douae,Douae,-85.1893268197403
Douae_Ar_test_5s_5.mfcc,Douae,Douae,-82.53184568695431
Douae_Ar_test_5s_6.mfcc,Douae,Douae,-95.67694605657148
Douae_Ar_test_5s_7.mfcc,Douae,Douae,-87.29349985971449
Douae_Ar_test_5s_8.mfcc,Douae,Douae,-89.74962912703018
Douae_Ar_test_5s_9.mfcc,Douae,Douae,-83.45553491749607
Douae_En_test_10s_1.mfcc,Douae,Douae,-85.98860731529547
Douae_En_test_10s_10.mfcc,Douae,Douae,-84.08761869478998
Douae_En_test_10s_11.mfcc,Douae,Douae,-87.46855933031904
Douae_En_test_10s_12.mfcc,Douae,Douae,-84.83296393338722
Douae_En_test_10s_13.mfcc,Douae,Douae,-85.80368627287753
Douae_En_test_10s_14.mfcc,Douae,Douae,-86.92898116909458
Douae_En_test_10s_15.mfcc,Douae,Douae,-84.25780502664684
Douae_En_test_10s_16.mfcc,Douae,Douae,-85.76805003295028
Douae_En_test_10s_17.mfcc,Douae,Douae,-87.00757563134917
Douae_En_test_10s_18.mfcc,Douae,Douae,-86.42802635681198
Douae_En_test_10s_19.mfcc,Douae,Douae,-87.39763653199888
Douae_En_test_10s_2.mfcc,Douae,Douae,-84.50969707369462
Douae_En_test_10s_20.mfcc,Douae,Douae,-84.75823791453304
Douae_En_test_10s_21.mfcc,Douae,Douae,-85.41383485769622
Douae_En_test_10s_22.mfcc,Douae,Douae,-85.93540850990513
Douae_En_test_10s_23.mfcc,Douae,Douae,-84.42469072752888
Douae_En_test_10s_24.mfcc,Douae,Douae,-86.06571540810027
Douae_En_test_10s_25.mfcc,Douae,Douae,-85.84248211549856
Douae_En_test_10s_26.mfcc,Douae,Douae,-85.66551147396102
Douae_En_test_10s_27.mfcc,Douae,Douae,-86.26650914111849
Douae_En_test_10s_28.mfcc,Douae,Douae,-86.60423379535916
Douae_En_test_10s_29.mfcc,Douae,Douae,-85.4543257225345
Douae_En_test_10s_3.mfcc,Douae,Douae,-85.9550781808545
Douae_En_test_10s_30.mfcc,Douae,Douae,-84.8524402309275
Douae_En_test_10s_4.mfcc,Douae,Douae,-85.01465517514926
Douae_En_test_10s_5.mfcc,Douae,Douae,-85.8788757601803
Douae_En_test_10s_6.mfcc,Douae,Douae,-86.2573965347397
Douae_En_test_10s_7.mfcc,Douae,Douae,-84.72672919415206
Douae_En_test_10s_8.mfcc,Douae,Douae,-84.96263026744023
Douae_En_test_10s_9.mfcc,Douae,Douae,-83.92283833460945
Douae_En_test_15s_1.mfcc,Douae,Douae,-84.83648949617114
Douae_En_test_15s_10.mfcc,Douae,Douae,-86.28772330617518
Douae_En_test_15s_11.mfcc,Douae,Douae,-84.19115544968179
Douae_En_test_15s_12.mfcc,Douae,Douae,-84.68524686812644
Douae_En_test_15s_13.mfcc,Douae,Douae,-85.84483189444477
Douae_En_test_15s_14.mfcc,Douae,Douae,-85.40130785851713
Douae_En_test_15s_15.mfcc,Douae,Douae,-86.22434828610838
Douae_En_test_15s_16.mfcc,Douae,Douae,-84.23491212099803
Douae_En_test_15s_17.mfcc,Douae,Douae,-86.47460328443671
Douae_En_test_15s_18.mfcc,Douae,Douae,-86.00848090650119
Douae_En_test_15s_19.mfcc,Douae,Douae,-84.95641998571499
Douae_En_test_15s_2.mfcc,Douae,Douae,-86.51187572370851
Douae_En_test_15s_20.mfcc,Douae,Douae,-86.35149727545085
Douae_En_test_15s_21.mfcc,Douae,Douae,-86.20613053030924
Douae_En_test_15s_22.mfcc,Douae,Douae,-84.16487725859103
Douae_En_test_15s_23.mfcc,Douae,Douae,-84.86912764620821
Douae_En_test_15s_24.mfcc,Douae,Douae,-84.10725327302947
Douae_En_test_15s_25.mfcc,Douae,Douae,-84.37602921282821
Douae_En_test_15s_26.mfcc,Douae,Douae,-87.40799898831324
Douae_En_test_15s_27.mfcc,Douae,Douae,-84.15113828863883
Douae_En_test_15s_28.mfcc,Douae,Douae,-85.421017137365
Douae_En_test_15s_29.mfcc,Douae,Douae,-85.8943616260225
Douae_En_test_15s_3.mfcc,Douae,Douae,-86.1385737150309
Douae_En_test_15s_30.mfcc,Douae,Douae,-87.24462201523204
Douae_En_test_15s_4.mfcc,Douae,Douae,-85.5891583214377
Douae_En_test_15s_5.mfcc,Douae,Douae,-86.14523482121785
Douae_En_test_15s_6.mfcc,Douae,Douae,-84.75162614763168
Douae_En_test_15s_7.mfcc,Douae,Douae,-84.03332895907123
Douae_En_test_15s_8.mfcc,Douae,Douae,-86.24351760057264
Douae_En_test_15s_9.mfcc,Douae,Douae,-85.79127931646697
Douae_En_test_5s_1.mfcc,Douae,Douae,-84.39993427902837
Douae_En_test_5s_10.mfcc,Douae,Douae,-83.28704053226326
Douae_En_test_5s_11.mfcc,Douae,Douae,-83.32256049983764
Douae_En_test_5s_12.mfcc,Douae,Douae,-83.8449924768438
Douae_En_test_5s_13.mfcc,Douae,Douae,-85.24402959302591
Douae_En_test_5s_14.mfcc,Douae,Douae,-86.33778160724916
Douae_En_test_5s_15.mfcc,Douae,Douae,-86.13850187083696
Douae_En_test_5s_16.mfcc,Douae,Douae,-85.18695000386806
Douae_En_test_5s_17.mfcc,Douae,Douae,-84.81783906068276
Douae_En_test_5s_18.mfcc,Douae,Douae,-85.19725016279064
Douae_En_test_5s_19.mfcc,Douae,Douae,-86.83993410072901
Douae_En_test_5s_2.mfcc,Douae,Douae,-85.09480438438746
Douae_En_test_5s_20.mfcc,Douae,Douae,-83.50331670491195
Douae_En_test_5s_21.mfcc,Douae,Douae,-84.55952675384458
Douae_En_test_5s_22.mfcc,Douae,Douae,-87.41151408933638
Douae_En_test_5s_23.mfcc,Douae,Douae,-85.70011125208663
Douae_En_test_5s_24.mfcc,Douae,Douae,-87.0647185620353
Douae_En_test_5s_25.mfcc,Douae,Douae,-84.55829423936993
Douae_En_test_5s_26.mfcc,Douae,Douae,-87.2891674003662
Douae_En_test_5s_27.mfcc,Douae,Douae,-87.70705241478377
Douae_En_test_5s_28.mfcc,Douae,Douae,-84.91251865383234
Douae_En_test_5s_29.mfcc,Douae,Douae,-85.40772388945753
Douae_En_test_5s_3.mfcc,Douae,Douae,-85.33548030826624
Douae_En_test_5s_30.mfcc,Douae,Douae,-85.84707733218342
Douae_En_test_5s_4.mfcc,Douae,Douae,-86.244859435158
Douae_En_test_5s_5.mfcc,Douae,Douae,-84.12317998261584
Douae_En_test_5s_6.mfcc,Douae,Douae,-84.13196164790543
Douae_En_test_5s_7.mfcc,Douae,Douae,-84.28673000932508
Douae_En_test_5s_8.mfcc,Douae,Douae,-83.72141562091511
Douae_En_test_5s_9.mfcc,Douae,Douae,-84.18974518952515
Douae_Fr_test_10s_1.mfcc,Douae,Douae,-87.4945094506093
Douae_Fr_test_10s_10.mfcc,Douae,Douae,-85.09981482457793
Douae_Fr_test_10s_11.mfcc,Douae,Douae,-83.65003155863977
Douae_Fr_test_10s_12.mfcc,Douae,Douae,-88.96776955536889
Douae_Fr_test_10s_13.mfcc,Douae,Douae,-88.03787720784717
Douae_Fr_test_10s_14.mfcc,Douae,Douae,-84.4557980046349
Douae_Fr_test_10s_15.mfcc,Douae,Douae,-84.33667658101832
Douae_Fr_test_10s_16.mfcc,Douae,Douae,-87.39674311045047
Douae_Fr_test_10s_17.mfcc,Douae,Douae,-84.17446346806109
Douae_Fr_test_10s_18.mfcc,Douae,Douae,-87.69472998162362
Douae_Fr_test_10s_19.mfcc,Douae,Douae,-85.4965665106375
Douae_Fr_test_10s_2.mfcc,Douae,Douae,-84.50077094193757
Douae_Fr_test_10s_20.mfcc,Douae,Douae,-84.4086522247173
Douae_Fr_test_10s_21.mfcc,Douae,Douae,-88.16583209615673
Douae_Fr_test_10s_22.mfcc,Douae,Douae,-88.03447563944563
Douae_Fr_test_10s_23.mfcc,Douae,Douae,-87.64043683099521
Douae_Fr_test_10s_24.mfcc,Douae,Douae,-85.40017703333282
Douae_Fr_test_10s_25.mfcc,Douae,Douae,-85.66488210553855
Douae_Fr_test_10s_26.mfcc,Douae,Douae,-85.38888274733206
Douae_Fr_test_10s_27.mfcc,Douae,Douae,-85.66758327156266
Douae_Fr_test_10s_28.mfcc,Douae,Douae,-84.92838574999016
Douae_Fr_test_10s_29.mfcc,Douae,Douae,-88.01114611150902
Douae_Fr_test_10s_3.mfcc,Douae,Douae,-87.23833767018797
Douae_Fr_test_10s_30.mfcc,Douae,Douae,-86.04173281825277
Douae_Fr_test_10s_4.mfcc,Douae,Douae,-86.41309367800366
Douae_Fr_test_10s_5.mfcc,Douae,Douae,-85.69830206101767
Douae_Fr_test_10s_6.mfcc,Douae,Douae,-84.78691816317911
